Ma_BDS,Dia_chi,Tong_gia (trieu),Tien_m2 (trieu/m2),Loại hình,Chiều ngang,Chiều dài,Hướng cửa chính
E92M54,"Thửa 388 - Tờ 40 TL 420, thôn Đồi Sen, Xã Bình Yên, H.Thạch Thất, TP. Hà Nội",3300000.0,37.97,Đất,5.63m,14.89m,Nam
AEE2MY,"Thửa 11631 - tờ 4 Thôn Trại Dưới - Xóm Ngói, P.Lưu Kiếm, TP.Thuỷ Nguyên, TP. Hải Phòng",899.0,14.2,Đất,4.8m,12.98m,Đông Bắc
7BC76A,"Thửa 36 - Tờ 2 Kiệt 20 Nguyễn Công Trứ, P.An Hải Bắc, Q.Sơn Trà, TP. Đà Nẵng",4250000.0,74.69,Đất,3.77m,14.17m,Đông Bắc
5CK4B7,"Thửa 387-2 - tờ 63 đường 360, thôn Xuân Sơn 1, Xã An Thắng, H.An Lão, TP. Hải Phòng",1900000.0,19.48,Đất,4.5m,21.95m,Đông Bắc
QDYKVU,"Thửa 37 - tờ 1 khu Thùng Nhèm, thôn An Khoái, Xã Phúc Tiến, H.Phú Xuyên, TP. Hà Nội",6150000.0,76.3,Đất,5m,16.21m,Nam
E9JXD4,"Thửa 1418 - Tờ 30 Kiệt 309 Trưng Nữ Vương, P.Thủy Dương, TX.Hương Thủy, TP. Huế",1950000.0,21.78,Đất,9.33m,13.49m,Đông Bắc
UDQQWS,"Thửa 79 - Tờ 90 Đông Sơn, Thôn Đông Cựu, Xã Phú Nghĩa, H.Chương Mỹ, TP. Hà Nội",1800000.0,14.65,Đất,5m,24.29m,Đông Bắc
49EEZF,"Thửa 78 - Tờ 90 Đông Sơn, Thôn Đông Cựu, Xã Phú Nghĩa, H.Chương Mỹ, TP. Hà Nội",1800000.0,14.85,Đất,5m,24.29m,Đông Bắc
1SVJX6,"Thửa 1790 - tờ 01 Đông Sơn, Xóm 4, P.Lưu Kiếm, TP.Thuỷ Nguyên, TP. Hải Phòng",3600000.0,20.0,Đất,6m,30m,Đông
AB5T7Y,"Thửa 33-5 - tờ 8 Quốc Lộ 23, Xóm Nhì, Xã Vân Nội, H.Đông Anh, TP. Hà Nội",3600000.0,63.15,Đất,5.58m,12.33m,Đông Nam
JZA620,"Thửa 64 - Tờ 00 Tổ dân phố số 5, TT.Quang Minh, H.Mê Linh, TP. Hà Nội",5400000.0,88.96,Đất,3.45m,15m,Tây Nam
GMK3M2,"Thửa 18 - tờ 2 đường 6, thôn Chúc Đồng, Xã Thụy Hương, H.Chương Mỹ, TP. Hà Nội",3700000.0,74.0,Đất,5m,10m,Tây
YEX3YD,"Thửa 2106 - Tờ 2 Tổ dân phố Hầu, P.Thiên Hương, TP.Thuỷ Nguyên, TP. Hải Phòng",1290000.0,22.55,Đất,9.64m,6.2m,Tây Bắc
9NA57P,"Thửa 71 - tờ 68 Ngõ 81, TDP Tân Hợp, P.Tân Thành, Q.Dương Kinh, TP. Hải Phòng",1850000.0,24.73,Đất,6.6m,11.8m,Đông Bắc
5K2W37,"Thửa 615 - Tờ 62 Xóm Hạ, Thôn Phú Vinh, Xã Phú Nghĩa, H.Chương Mỹ, TP. Hà Nội",3300000.0,41.25,Đất,5.33m,15m,Đông
QY9KFU,"Thửa 404 - Tờ 16 đường DT429, thôn Đồng Mít, Xã Đồng Tâm, H.Mỹ Đức, TP. Hà Nội",1250000.0,13.63,Đất,5.11m,18.31m,Bắc
R2U0YJ,"Thửa 401 - Tờ 13 hẻm đường Tỉnh Lộ 417, Xã Phương Đình, H.Đan Phượng, TP. Hà Nội",2650000.0,59.0,Đất,5.15m,8.74m,Đông
AB25VY,"Thửa 52 - Tờ 15 hẻm đường Tỉnh lộ 419, Xã An Mỹ, H.Mỹ Đức, TP. Hà Nội",1150000.0,23.9,Đất,5.5m,8m,Bắc
5KBU17,"Thửa 2374 - Tờ 7, Đường số 1 KDC Nam Long Hồng Phát, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",3600000.0,45.11,Đất,5.7m,14m,Tây Nam
1S7FF6,"Thửa 353 - tờ 8 Thôn Túy Loan Tây 2, Xã Hòa Phong, H.Hòa Vang, TP. Đà Nẵng",1150000.0,8.77,Đất,5.7m,23.49m,Đông Bắc
E09WX4,"Thửa 368 - tờ 34 Mỹ Đa Tây 12, P.Khuê Mỹ, Q.Ngũ Hành Sơn, TP. Đà Nẵng",7800000.0,91.76,Đất,5m,17m,Đông Bắc
UDDQXS,"Thửa 309 - Tờ 20 Hẻm 9 Nguyễn Văn Cừ, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",2490000.0,29.71,Đất,5m,16.8m,Đông Bắc
877G53,"Thửa 2486 -Tờ 39 Hẻm 6, Bùi Hữu Nghĩa, P.Bình Thủy, Q.Bình Thuỷ, TP. Cần Thơ",1700000.0,15.44,Đất,5m,22.5m,Đông Nam
JZ2SC0,"Thửa 398 - Tờ 266 Kiệt 64 Ngô Chân Lưu, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",3250000.0,48.21,Đất,4.7m,14.7m,Tây Nam
UY6WJS,"Thửa 06 - tờ B2-9 Hoàng Văn Thái nối dài, Xã Hòa Sơn, H.Hòa Vang, TP. Đà Nẵng",2900000.0,29.0,Đất,5m,20m,Tây Bắc
AC86EY,"Thửa  301 - Tờ 16, Đường Số 5 KDC Văn Hóa Tây Đô, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",3300000.0,33.0,Đất,5m,20m,Tây Bắc
YBM0ZD,"Thửa 623 - tờ 87 K93 Nguyễn Duy Trinh, P.Hoà Hải, Q.Ngũ Hành Sơn, TP. Đà Nẵng",2800000.0,26.19,Đất,6.7m,18.31m,Đông
YBX3AD,"Thửa 834 - Tờ 86 Khu TĐC Hòa Liên 3, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",2700000.0,19.46,Đất,5m,27.89m,Tây Bắc
J27NJ0,"Thửa 06-B2-7 Tờ TN Thanh Tịnh, KDC Trung Nghĩa, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",7250000.0,72.5,Đất,5m,20m,Tây Bắc
2MD92Z,"Thửa 282 - Tờ 18 Xuân Thiều 38, KDC J258, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",4700000.0,58.45,Đất,6m,13.7m,Đông Bắc
37JNDQ,"Thửa 111 - Tờ 87 KDC 923, Khu Vực 7, P.An Bình, Q.Ninh Kiều, TP. Cần Thơ",2300000.0,15.99,Đất,8m,18m,Tây Nam
EJ6JR4,"Thửa 286 -Tờ 60 số 84 Thâm Tâm, P.Hoà Quý, Q.Ngũ Hành Sơn, TP. Đà Nẵng",5100000.0,51.0,Đất,5m,20m,Đông Bắc
J2US60,"Thửa 1435 - Tờ 64 Khu vực 5 Ba Láng, P.Ba Láng, Q.Cái Răng, TP. Cần Thơ",1100000.0,10.78,Đất,5m,20.54m,Đông Bắc
UY0KAS,"Thửa 70 -Tờ 54 số 36 Bàu Mạc 8, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",5550000.0,51.62,Đất,5m,21.5m,Đông Nam
1UK1Z6,"Thửa 178 -Tờ 34 Hẻm 311, Nguyễn Văn Cừ, P.An Hòa, Q.Ninh Kiều, TP. Cần Thơ",1700000.0,20.85,Đất,4.2m,19.4m,Tây Nam
6SCZA8,"Thửa 409 - Tờ 15, Đường số 10 KDC Văn Hóa Tây Đô, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",4350000.0,33.46,Đất,5m,26m,Tây Bắc
QAKNYU,"Thửa 06 Tờ B4-8-3, Ban Ban 15, P.Hoà Quý, Q.Ngũ Hành Sơn, TP. Đà Nẵng",4300000.0,43.0,Đất,5m,20m,Tây
6SYYN8,"Thửa 1547 - Tờ 4 Rạch Ông Đội, KV Bình Phó A, P.Long Tuyền, Q.Bình Thuỷ, TP. Cần Thơ",830.0,7.78,Đất,5.56m,22.55m,Tây Nam
J2TGX0,"Thửa 367 - Tờ 84 Hoàng Văn Thái Nối Dài, Xã Hòa Sơn, H.Hòa Vang, TP. Đà Nẵng",3300000.0,18.42,Đất,9.75m,18.55m,Đông Bắc
WP9EXR,"Thửa 19 - Tờ 243 Số 431 Hoàng Văn Thái, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",4450000.0,39.55,Đất,4.5m,25m,Tây Bắc
KF4ASC,"Thửa 118 - Tờ 163 Số 277 Phạm Như Xương, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",5700000.0,49.82,Đất,4.96m,22.99m,Đông Bắc
JX7GJ0,"Thửa 512 - Tờ 9 đường cặp bờ kè Rạch Ngỗng, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",5500000.0,50.45,Đất,5m,22.08m,Đông Bắc
SBDTW5,"Thửa 681 - tờ 10 kênh Bà Xã Năm, Ấp Thạnh Phước, Xã Thạnh Phú, H.Cờ Đỏ, TP. Cần Thơ",650.0,1.67,Đất,10m,38.85m,Tây Nam
SC8UQ5,"Thửa 124 - tờ 59 Hải Thụy, TDP Hải Thành 2, P.Hải Thành, Q.Dương Kinh, TP. Hải Phòng",1900000.0,42.03,Đất,7.5m,6.1m,Đông Bắc
4GD2DF,"Thửa 662 - tờ 33 Khu Đìa Chùa, thôn Đồng Trữ, Xã Phú Nghĩa, H.Chương Mỹ, TP. Hà Nội",2400000.0,48.0,Đất,3.7m,13.5m,Tây Nam
A4RHHY,"Thửa 1229 - tờ 7 Tỉnh 10E (Đường Lương Tân Phù), Xã Thủy Tân, TX.Hương Thủy, TP. Huế",1130000.0,4.19,Đất,9m,30.77m,Đông Bắc
8YKQF3,"Thửa 1276 - Tờ 7 đường số 3 KDC Nam Long, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",4600000.0,40.35,Đất,4m,19m,Tây Nam
UH6Q7S,"Thửa 151 - Tờ 38 Khu tập thể J106, Xóm 4, Xã Thủy Xuân Tiên, H.Chương Mỹ, TP. Hà Nội",2250000.0,36.11,Đất,6.02m,10.38m,Bắc
8ARN13,"Thửa 268 - tờ 43 KQH Hương Thủy (Thuận Hóa 50m), P.Thủy Lương, TX.Hương Thủy, TP. Huế",4300000.0,10.0,Đất,11.5m,25m,Tây Nam
67WFX8,"Thửa 31 - Tờ 33 ĐT 416, Thôn Nhà Thờ, Xã Kim Sơn, TX.Sơn Tây, TP. Hà Nội",1700000.0,17.8,Đất,4.5m,10.36m,
RZX31J,"Thửa 411 - Tờ 37 đường ĐT 420, Thôn Cánh Chủ, Xã Bình Yên, H.Thạch Thất, TP. Hà Nội",1900000.0,30.69,Đất,4.7m,12.51m,Đông Nam
3YA5VQ,"Thửa 712 - Tờ 7 Quốc Lộ 6, Thôn Đồng Nanh, Xã Tiên Phương, H.Chương Mỹ, TP. Hà Nội",2350000.0,53.4,Đất,3.5m,14.1m,Bắc
67S1G8,"Thửa 456 - Tờ 295 Ngõ 105 Vũ Thị Ngọc Toàn, P.Tân Thành, Q.Dương Kinh, TP. Hải Phòng",2550000.0,25.5,Đất,5m,20m,Tây Bắc
Y4B6PD,"Thửa 4 - tờ B2-41 Dự án Golden Hills (GĐI) - Khu A, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",4500000.0,22.53,Đất,7.53m,26.96m,Đông Bắc
3A3DHQ,"Thửa 354 - Tờ 13 Hữu Đáy, Thôn Chúc Đồng 2, Xã Thụy Hương, H.Chương Mỹ, TP. Hà Nội",3700000.0,46.25,Đất,5.36m,15.88m,Nam
9N9X4P,"Thửa 353 - Tờ 13 Hữu Đáy, Thôn Chúc Đồng 2, Xã Thụy Hương, H.Chương Mỹ, TP. Hà Nội",3700000.0,46.01,Đất,5.02m,16.14m,Nam
YEYEYD,"Thửa 352 - Tờ 13 Hữu Đáy, Thôn Chúc Đồng 2, Xã Thụy Hương, H.Chương Mỹ, TP. Hà Nội",4300000.0,47.67,Đất,7.56m,16.14m,
QYQY0U,"Thửa 502 - Tờ 8 Chùa Trầm, Thôn Ninh Sơn, TT.Chúc Sơn, H.Chương Mỹ, TP. Hà Nội",3700000.0,53.46,Đất,4m,17.1m,Bắc
AB75WY,"Thửa 346 - Tờ 19 Quốc Lộ 6, Xóm Đầm Bung, Xã Phú Nghĩa, H.Chương Mỹ, TP. Hà Nội",2600000.0,32.5,Đất,6.5m,12.64m,Tây
UD12XS,"Thửa 660 - Tờ 33 Quốc Lộ 6, Thôn Đồng Trữ, Xã Phú Nghĩa, H.Chương Mỹ, TP. Hà Nội",3350000.0,41.46,Đất,5.35m,15.22m,Đông
3AM0PQ,"Thửa 60 - Tờ 26 Quốc Lộ 6A, Thôn Ninh Sơn, TT.Chúc Sơn, H.Chương Mỹ, TP. Hà Nội",4400000.0,55.69,Đất,5m,15.8m,Đông
2VRRBZ,"Thửa 194 - Tờ 88 Vành Đai 4, Thôn Phú Hạ, Xã Minh Phú, H.Sóc Sơn, TP. Hà Nội",1450000.0,14.5,Đất,3.96m,26.26m,
KWU7FC,"Thửa 188 - Tờ 40 Hẻm 38 Đường 3 Tháng 2, P.Hưng Lợi, Q.Ninh Kiều, TP. Cần Thơ",2680000.0,25.4,Đất,5.1m,21.1m,Đông Nam
KWV9SC,"Thửa 229 - tờ 46, số 26, Lô NO-3 Khu đô thị mới Sở Dầu, P.Sở Dầu, Q.Hồng Bàng, TP. Hải Phòng",6500000.0,106.55,Đất,5m,12.2m,Tây Bắc
QYRWBU,"Thửa (866+866A)/B - tờ 01 Tổ dân phố Hoàng Động 7, P.Hoàng Lâm, TP.Thuỷ Nguyên, TP. Hải Phòng",995.0,16.58,Đất,5.4m,11.2m,Bắc
0T2UE9,"Thửa 354 - tờ 84 Đại La 2 , TĐC Đại La, Xã Hòa Sơn, H.Hòa Vang, TP. Đà Nẵng",2300000.0,24.21,Đất,5m,19m,Đông Nam
QYSW7U,"Thửa 343 -Tờ 178 Kiệt 268/22/18 Tô Hiệu, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",4600000.0,33.35,Đất,8.19m,18.61m,Đông Nam
5HUMQ7,"Thửa 805- Tờ 16 Kiệt 2 Nam Thượng, TDP Nam Thượng, P.Phú Thượng, Q.Thuận Hóa, TP. Huế",1100000.0,16.01,Đất,4.25m,15.42m,Nam
EJA3Z4,"Thửa 36 - Tờ 272 Kiệt 82/22 Nguyễn Lương Bằng, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",4350000.0,58.07,Đất,5.01m,16.87m,Tây Bắc
0ZBAX9,"Thửa 35 - Tờ 272 Kiệt 82/22 Nguyễn Lương Bằng, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",4350000.0,57.92,Đất,4.55m,16.87m,Tây Bắc
SDTNV5,"đường Mậu Thân, khu vực 5, P.Cái Khế, Q.Ninh Kiều, TP. Cần Thơ",4790000.0,78.8,Đất,6.76m,11.47m,Tây Nam
85P0R3,"Thửa 2262 - Tờ 07 Lê Trọng Tấn, KDC Nam Long, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",6250000.0,60.91,Đất,5.7m,18m,Đông Nam
PNKA3G,"Thửa 1594 - Tờ 15 Nguyễn Thị Tạo, KV Bình Nhựt, P.Long Hòa, Q.Bình Thuỷ, TP. Cần Thơ",2200000.0,15.1,Đất,5m,29.3m,Tây
6SR3H8,"Thửa 274 - Tờ 40 cặp bờ kè Hồ Bún Xáng, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",7600000.0,35.2,Đất,8m,26.9m,Đông Nam
ACZAVY,"Thửa 1173 - Tờ 12 Nguyễn Văn Cừ, KV Bình Thường B, P.Long Tuyền, Q.Bình Thuỷ, TP. Cần Thơ",4000000.0,38.2,Đất,5m,21m,Đông Nam
QA0FDU,"Thửa 1583 - Tờ 13 Nguyễn Văn Cừ, KDC Đại Ngân, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",4190000.0000000005,104.97,Đất,5.62m,7.98m,Tây Nam
GXAQ82,"Thửa 11 - Tờ B2-8 Dự án Golden Hills City - Khu A, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",3400000.0,27.2,Đất,5m,25m,Tây Bắc
8DC6K3,"Thửa 600 - Tờ 07 đường số 6 KDC Thới Nhựt 2, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",4900000.0,54.44,Đất,4.5m,20m,Đông Bắc
WTMFTR,"Thửa 356 - Tờ 07 đường số 6 KDC Thới Nhựt 2, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",4900000.0,54.44,Đất,4.5m,20m,Đông Bắc
SBARK5,"Thửa 87 - tờ 87 Đỗ Đình Thiện, TĐC Hòa Liên 5, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",2450000.0,24.5,Đất,5m,20m,Đông Nam
5B5QD7,"Thửa 202 - Tờ 52 Số nhà 75/35/27/64B Trần Phú, P.Cái Khế, Q.Ninh Kiều, TP. Cần Thơ",780.0,21.13,Đất,3.74m,11.42m,Đông Bắc
8YE4T3,"Thửa 206 - tờ 270 Khu đô thị công nghệ FPT, P.Hoà Hải, Q.Ngũ Hành Sơn, TP. Đà Nẵng",5900000.0,57.84,Đất,6m,17m,Đông Nam
QH457U,"Thửa 3849 - Tờ 39 + Thửa 3850 - Tờ 39 đường số 4, Khu dân cư Ngân Thuận, P.Bình Thủy, Q.Bình Thuỷ, TP. Cần Thơ",4990000.0,20.36,Đất,12m,21.5m,
A4B0NY,"Thửa 168 - Tờ 47 Trần Hoàng Na, Khu dân cư 91B, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",9800000.0,117.71,Đất,4.5m,18.5m,Tây Nam
17SHE6,"Thửa Nguyễn Hoàng Thanh 2, Thôn Lập Trí, Xã Minh Trí, H.Sóc Sơn, TP. Hà Nội",1650000.0,18.03,Đất,4.3m,21.35m,Đông Nam
CJKFRB,"Thửa 660 - tờ 72 Trần Quốc Tăng (TĐC Hòa Liên 4), Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",2550000.0,18.21,Đất,5m,28m,Tây Bắc
RZ347J,"Thửa 880 - Tờ 12 KDC Dầu Khí, KV Bình Thường B, P.Long Tuyền, Q.Bình Thuỷ, TP. Cần Thơ",2400000.0,30.0,Đất,5.04m,16m,Đông Bắc
RZNVXJ,"Thửa 628 - Tờ 87 Đỗ Đình Thiện, TĐC Hòa Liên 5, Xã Hòa Liên, H.Hòa Vang, TP. Đà Nẵng",2450000.0,24.5,Đất,5m,20m,Đông Nam
0NN3H9,"Thửa Lô 11 - tờ LK14 Áp Tràn, TĐC Bắc sông Cấm, P.Dương Quan, TP.Thuỷ Nguyên, TP. Hải Phòng",6200000.0,51.66,Đất,8m,15m,Bắc
Y4BMJD,"Thửa 39 - Tờ 35 hẻm đường ĐT 429, Thôn Tân Hội, Xã Trần Phú, H.Chương Mỹ, TP. Hà Nội",6550000.0,7.0,Đất,27.9m,35.9m,Đông
QYQAJU,"Thửa 306 - Tờ 19 Phúc Tiến, Tổ dân phố Yên Thành, P.Biên Giang, Q.Hà Đông, TP. Hà Nội",3700000.0,79.56,Đất,4.88m,10.23m,Bắc
2V99BZ,"Thửa 11-1 - Tờ 01 Quốc Lộ 6, Tổ dân phố An Thắng, P.Biên Giang, Q.Hà Đông, TP. Hà Nội",4200000.0,100.47,Đất,3m,14.27m,Tây
ABSQEY,"Thửa 11B - Tờ 01 Quốc Lộ 6, Tổ dân phố An Thắng, P.Biên Giang, Q.Hà Đông, TP. Hà Nội",3800000.0,76.0,Đất,3.56m,14.28m,Tây
2VH13Z,"Thửa 226D - tờ 01 thôn Sú 2, đường Lâm Động, P.Thiên Hương, TP.Thuỷ Nguyên, TP. Hải Phòng",1680000.0,13.65,Đất,5.72m,22.43m,Đông
KWMZDC,"Thửa 155 + 273 - Tờ 53 Ngách 367/127 Phố Ngô Xuân Quảng, TT.Trâu Quỳ, H.Gia Lâm, TP. Hà Nội",10500000.0,98.77,Đất,8m,13.6m,Đông
E0X6U4,"Thửa 909 - Tờ 26 hẻm đường Phượng Đồng, thôn Phượng Đồng, Xã Phụng Châu, H.Chương Mỹ, TP. Hà Nội",3850000.0,62.6,Đất,5.05m,12.16m,
2V6H2Z,"Thửa 558 - tờ 5 Nguyễn Công Duẫn, KQH Thủy Dương 3, P.Thủy Dương, TX.Hương Thủy, TP. Huế",3820000.0,25.5,Đất,7.5m,16m,Tây Nam
3AA6GQ,"Thửa 1509 - Tờ 1 Cặp Rạch Ông Dựa, KV Bình Dương A, P.Long Tuyền, Q.Bình Thuỷ, TP. Cần Thơ",2150000.0,2.84,Đất,4.09m,98.95m,Đông Nam
RGK1HJ,"Thửa 7 - Tờ 253 Trung Lập 4, KĐT Bàu Tràm Lakeside, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",6450000.0,64.5,Đất,5m,20m,Đông Bắc
37E1RQ,"Thửa 324 - Tờ 16, Đường số 6 Khu TĐC Trung tâm Văn hóa Tây Đô, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",3000000.0,30.0,Đất,5m,20m,Đông Nam
WTQHER,"Thửa 837 - Tờ 17 A6-17 đường D11 KDC Nam Long 2, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",2800000.0,20.74,Đất,9m,5m,Đông Bắc
8DRFP3,"Thửa 438 - tờ 102 hẻm đường Quốc Lộ 6, Thôn Thanh Trì, Xã Đông Sơn, H.Chương Mỹ, TP. Hà Nội",1800000.0,22.5,Đất,5.2m,16.42m,Đông
EG6V84,"Thửa 436 - tờ 102 hẻm đường Quốc Lộ 6, Thôn Thanh Trì, Xã Đông Sơn, H.Chương Mỹ, TP. Hà Nội",1800000.0,22.22,Đất,5m,17.04m,Đông
YW2FVD,"Thửa 2446 - tờ 33 đường B1, Khu dân cư Hưng Phú 1, P.Hưng Phú, Q.Cái Răng, TP. Cần Thơ",4099999.9999999995,56.94,Đất,4.5m,16m,Tây Bắc
RTR4GJ,"Thửa 2225 - tờ 33 đường A8, KDC Hưng Phú, quán Tỷ Cua, P.Hưng Phú, Q.Cái Răng, TP. Cần Thơ",7500000.0,56.09,Đất,6.97m,19.7m,Tây Nam
DWD6YH,"Thửa 149 - tờ 25 DV05-LK128, Khu đất dịch vụ Yên Lộ, P.Yên Nghĩa, Q.Hà Đông, TP. Hà Nội",11800000.0,236.0,Đất,4m,12.5m,Đông Nam
QHC41U,"Thửa 2043 - Tờ 5 Hẻm liên tổ 7-13 Nguyễn Văn Linh, P.Long Tuyền, Q.Bình Thuỷ, TP. Cần Thơ",1300000.0,20.06,Đất,4m,16.5m,Tây
YFH3XD,"Thửa 20 - tờ 11 đường số 8 (KĐT mới Đông Nam Thủy An), P.Thủy Dương, TX.Hương Thủy, TP. Huế",3750000.0,56.56,Đất,4.86m,17m,Tây Bắc
SH2X35,"Thửa 23 - Tờ 10 hẻm đường Tỉnh lộ 419, Khu Ao Xóm Nứa, Xã Đại Yên, H.Chương Mỹ, TP. Hà Nội",3950000.0,60.03,Đất,10.6m,6.8m,
EJPEG4,"Thửa 483 - Tờ 15, Đường số 12 Khu TĐC Trung Tâm Văn Hóa Tây Đô, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",3590000.0,39.88,Đất,5m,18m,Tây Nam
9TN4XP,"Thửa 6430 - Tờ 1, Đường Số 61, Khu đô thị Nam Cần Thơ, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",19500000.0,29.97,Đất,25.32m,25.3m,Đông Nam
DRC0NH,"Thửa 3176 - tờ 1 đường số 8, Khu dân cư lô số 11C, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",8199999.999999999,34.16,Đất,10m,24m,Đông Nam
QHZ5YU,"Thửa 54 - Tờ Trích đo Xuân Đỗ, Khu Tái định cư C3-6/LX8, P.Cự Khối, Q.Long Biên, TP. Hà Nội",6400000.0,213.33,Đất,3m,10m,Tây Bắc
3AXX1Q,"Thửa 550 - Tờ 80 Quốc Lộ 21A, Khu tái định cư Vai Réo, Xã Phú Cát, H.Quốc Oai, TP. Hà Nội",4300000.0,43.0,Đất,6.68m,15.04m,
AFJ18Y,"Thửa 19 - tờ 00 Khu dịch vụ nhà ở cụm CN Phùng Xá, Đường Tỉnh lộ 419, Xã Phùng Xá, H.Thạch Thất, TP. Hà Nội",23000000.0,125.61,Đất,9.53m,19.21m,Tây Bắc
UCEPBS,"Thửa 102 - tờ 46 đường số 11, Khu tái định cư trung tâm hành chính Vĩnh Thạnh, TT.Vĩnh Thạnh, H.Vĩnh Thạnh, TP. Cần Thơ",950.0,7.6,Đất,5m,25m,Tây Nam
0XU3Q9,"4 69, P.6, TP.Tân An, Long An",2820000.0,4.91,Đất,,,Tây
4G6H5F,"P.Lộc Phát, Lâm Đồng",1110000.0,6.17,Đất,,,Bắc
A42QMY,"P.Lộc Phát, TP.Bảo Lộc, Lâm Đồng",1110000.0,6.17,Đất,,,Bắc
9M5EJP,"Xã Phú An, TX.Bến Cát, Bình Dương",2970000.0,3.07,Đất,,,Tây Bắc
WZ3HER,"Xã Phú An, TX.Bến Cát, Bình Dương",2610000.0,2.42,Đất,,,Tây Bắc
26ASCZ,"Phạm Văn Diêu, Xã Tân Hạnh, TP.Biên Hòa, Đồng Nai",2650000.0,17.25,Đất,,,Tây Nam
1A5DB6,"Nguyễn Chí Thanh, P.Hiệp An, TP.Thủ Dầu Một, Bình Dương",3800000.0,13.13,Đất,,,Tây Nam
6A4D28,"2477 Quốc lộ 14, Xã Tân Thành, TP.Đồng Xoài, Bình Phước",593.0,2.17,Đất,,,Đông
A4G8VY,"P.11, H.Cao Lãnh, Đồng Tháp",1150000.0,5.84,Đất,,,Đông
SC0J85,"Trường Xuân 1, Xã Xuân Trường, TP.Đà Lạt, Lâm Đồng",3390000.0,4.34,Đất,,,Đông
YF2GUD,"108 tỉnh 44A, P.Long Toàn, Bà Rịa, BRVT",7990000.0,24.38,Đất,,,Đông Bắc
RGMPFJ,"Thửa 2554 - tờ 10-12, đường DX 001, P.Phú Mỹ, TP.Thủ Dầu Một, Bình Dương",2150000.0,17.91,Đất,6m,20m,Đông Bắc
6AFGC8,"P.Tân An, TP.Thủ Dầu Một, Bình Dương",1720000.0,3.34,Đất,,,Đông Nam
SC9B25,"tỉnh 52, Xã Long Phước, Bà Rịa, BRVT",2780000.0,7.35,Đất,,,Tây Bắc
UK0DTS,"Bầu Trâm, P.Thới Hòa, TX.Bến Cát, Bình Dương",1610000.0,10.76,Đất,,,Đông
8YFC93,"447 Nguyễn Trãi, P.9, TP.Cà Mau, Cà Mau",7270000.0,8.52,Đất,,,Tây Bắc
GV4HQ2,"Thửa 574 - Tờ 39 Ấp Ái Ngãi, Xã Phú Ngãi Trị, H.Châu Thành, Long An",280.0,2.59,Đất,5m,22.18m,Đông Bắc
AKTMWY,"Thửa 1685 tờ 12-9, đường ĐX 048, P.Phú Mỹ, TP.Thủ Dầu Một, Bình Dương",7800000.0,29.54,Đất,12m,22m,Tây Bắc
ABDSKY,"đường Thái Tông, Xã Vĩnh Thái, TP.Nha Trang, Khánh Hòa",4880000.0,39.96,Đất,6.2m,21.66m,Tây Bắc
QARS6U,"Thửa 307 - tờ 272 thôn Phước Lộc,, Xã Phước Đồng, TP.Nha Trang, Khánh Hòa",2150000.0,22.02,Đất,5m,20.01m,Đông Bắc
UAUFBS,"Thửa 2088 tờ 4, hẻm Lê Minh Xuân, Xã Nhơn Thạnh Trung, TP.Tân An, Long An",400.0,3.76,Đất,6m,18.7m,Tây
5BPES7,"274 Quốc lộ 51, P.Kim Dinh, Bà Rịa, BRVT",3590000.0,8.05,Đất,,,Tây Bắc
