Ma_BDS,Dia_chi,Tong_gia (trieu),Tien_m2 (trieu/m2),Loại hình,Chiều ngang,Chiều dài,Hướng cửa chính,Số phòng ngủ,Số phòng tắm,Số tầng,Diện tích đất công nhận,Diện tích sử dụng,Đường trước nhà,Nội thất,Giấy tờ pháp lý
EJAQT4,"13 Đường A4 KDC 3A, P.An Bình, Q.Ninh Kiều, TP. Cần Thơ",2250000.0,26.13,Nhà mặt tiền,4.5m,19m,Tây Nam,1.0,1.0,1.0,86.10m²,,6m,Bàn giao thô,
5HVFX7,"157 Ngô Quyền, P.Mân Thái, Q.Sơn Trà, TP. Đà Nẵng",9900000.0,114.98,Nhà mặt tiền,4.14m,15.6m,Tây Bắc,2.0,3.0,2.0,86.10m²,161.80m²,,Đầy đủ,
QAZNNU,"131 Lý Tự Trọng, P.Thanh Bình, Q.Hải Châu, TP. Đà Nẵng",30000000.0,57.27,Nhà mặt tiền,26.84m,34.95m,Đông Bắc,5.0,4.0,3.0,523.80m²,436.20m²,,Đầy đủ,Sổ riêng
KF3N5C,"65 Mậu Thân, P.Xuân Khánh, Q.Ninh Kiều, TP. Cần Thơ",23500000.0,215.59,Nhà mặt tiền,7.8m,13.8m,,2.0,2.0,2.0,109m²,186.70m²,20m,,
6S9R68,"89 Huỳnh Tịnh Của, Xã Hòa Phước, H.Hòa Vang, TP. Đà Nẵng",4950000.0,42.12,Nhà mặt tiền,5m,23.5m,Tây,4.0,2.0,2.0,117.50m²,113m²,,Cơ bản,
SDTEW5,"258 Âu Cơ, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",13200000.0,183.33,Nhà mặt tiền,6.77m,10.67m,Tây Nam,1.0,1.0,3.0,72m²,72m²,,Đầy đủ,
1UJZK6,"257 Trần Quý Khoách, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",14000000.0,81.01,Nhà mặt tiền,12.75m,18m,Đông Bắc,1.0,1.0,1.0,172.80m²,,11.5m,Bàn giao thô,
5HTNY7,"72 Đường số 10 KDC 11B, P.Hưng Phú, Q.Cái Răng, TP. Cần Thơ",4250000.0,66.4,Nhà mặt tiền,4.5m,14m,Đông Nam,3.0,3.0,3.0,64m²,152.30m²,13.5m,Đầy đủ,
J2A1P0,"280 Phù Đổng, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",6300000.0,53.61,Nhà mặt tiền,5m,23.5m,Đông,3.0,3.0,3.0,117.50m²,171.50m²,,Đầy đủ,
379YWQ,"21 Hoàng Hoa Thám, P.Thạc Gián, Q.Thanh Khê, TP. Đà Nẵng",21000000.0,175.43,Nhà mặt tiền,4.74m,24.58m,Tây Nam,1.0,1.0,2.0,119.70m²,173.60m²,,Cơ bản,Sổ riêng
KFM8FC,"251 Vũ Quỳnh, P.Thanh Khê Tây, Q.Thanh Khê, TP. Đà Nẵng",6200000.0,82.66,Nhà mặt tiền,5m,15m,Đông Bắc,1.0,1.0,1.0,75m²,,,,
WPQPPR,"193 Nguyễn Văn Thoại, P.An Hải Nam, Q.Sơn Trà, TP. Đà Nẵng",81000000.0,413.05,Nhà mặt tiền,9.11m,19.99m,Đông Nam,3.0,3.0,3.0,196.10m²,103.80m²,,,
EJM7Y4,"199 Điện Biên Phủ, P.Thạc Gián, Q.Thanh Khê, TP. Đà Nẵng",45000000.0,154.1,Nhà mặt tiền,15m,20m,Bắc,1.0,1.0,3.0,292m²,812.10m²,,Cơ bản,
GXSS52,"05 Thanh Vinh 5, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",4950000.0,29.32,Nhà mặt tiền,7.5m,22.5m,Bắc,4.0,3.0,1.0,168.80m²,,,,Sổ riêng
J26WF0,"74 Mậu Thân, P.An Hòa, Q.Ninh Kiều, TP. Cần Thơ",9500000.0,234.56,Nhà mặt tiền,6.1m,6.82m,Tây Nam,2.0,2.0,3.0,40.50m²,79.62m²,,,
KF21JC,"01 Nguyên Hồng, P.Thanh Khê Đông, Q.Thanh Khê, TP. Đà Nẵng",9500000.0,90.13,Nhà mặt tiền,8.13m,18m,Tây Bắc,4.0,3.0,2.0,105.40m²,191.50m²,,Bàn giao thô,
WPVN6R,"141 Nguyễn Chí Thanh, P.Hải Châu, Q.Hải Châu, TP. Đà Nẵng",16000000.0,188.23,Nhà mặt tiền,4.19m,19.92m,Tây Nam,4.0,3.0,3.0,85m²,244.20m²,,,Sổ riêng
AC04HY,"83 Khánh An 11, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",8650000.0,57.66,Nhà mặt tiền,7.5m,20m,Đông Bắc,4.0,4.0,3.0,150m²,233.40m²,15.5m,Đầy đủ,
UYFAAS,"75-77 Nguyễn Ân, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",14500000.0,70.93,Nhà mặt tiền,10m,20.44m,Đông Nam,3.0,3.0,2.0,204.40m²,169.90m²,,Đầy đủ,
KFGBQC,"70 An Thượng 17, P.Mỹ An, Q.Ngũ Hành Sơn, TP. Đà Nẵng",25000000.0,416.66,Nhà mặt tiền,4m,15m,Đông Bắc,11.0,11.0,6.0,60m²,,,Đầy đủ,
9T6C0P,"63 Bình An 7, P.Hòa Cường Bắc, Q.Hải Châu, TP. Đà Nẵng",9650000.0,141.08,Nhà mặt tiền,5.2m,13.15m,Tây Nam,4.0,4.0,3.0,68.40m²,196.20m²,,Cơ bản,
DE0GRH,"100 Mai Lão Bạng, P.Thuận Phước, Q.Hải Châu, TP. Đà Nẵng",5000000.0,98.03,Nhà mặt tiền,6.2m,8m,Đông Nam,3.0,3.0,3.0,51m²,51m²,2m,Đầy đủ,
KF96GC,"122 Phan Khôi, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",6500000.0,65.0,Nhà mặt tiền,5m,20m,Đông,4.0,2.0,2.0,100m²,167m²,15.5m,Đầy đủ,
SDE2Y5,"Thửa 45 - tờ 25 Trường Chinh, P.Hòa Thọ Tây, Q.Cẩm Lệ, TP. Đà Nẵng",3650000.0,22.14,Nhà mặt tiền,2.59m,19.69m,Tây Bắc,2.0,1.0,2.0,164.80m²,83.50m²,,Cơ bản,
5H4RC7,"25 Mẹ Nhu, P.Thanh Khê Tây, Q.Thanh Khê, TP. Đà Nẵng",8100000.0,80.83,Nhà mặt tiền,6.88m,12.91m,Tây Bắc,4.0,3.0,3.0,100.20m²,271.60m²,,,
85ANA3,"06 Đồng Khởi, P.Tân An, Q.Ninh Kiều, TP. Cần Thơ",10500000.0,262.5,Nhà mặt tiền,16.3m,2.65m,Đông,2.0,2.0,2.0,40m²,85m²,,,
2M1W1Z,"11A Ngô Hữu Hạnh, P.Tân An, Q.Ninh Kiều, TP. Cần Thơ",13000000.0,124.87,Nhà mặt tiền,4.03m,25.83m,Đông Bắc,4.0,2.0,3.0,104.10m²,,,,
UYDY8S,"67 Ngô Văn Sở, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",12000000.0,100.84,Nhà mặt tiền,5m,23.8m,Tây Bắc,1.0,1.0,1.0,119m²,,,,
J2GKJ0,"79 Trần Phú, P.Cái Khế, Q.Ninh Kiều, TP. Cần Thơ",4800000.0,99.17,Nhà mặt tiền,3.65m,13.55m,Đông Bắc,2.0,3.0,2.0,48.40m²,65.60m²,30m,,
KF49RC,"147 Kỳ Đồng, P.Thanh Khê Đông, Q.Thanh Khê, TP. Đà Nẵng",10200000.0,102.0,Nhà mặt tiền,5m,20m,Tây Bắc,3.0,3.0,3.0,100m²,253.50m²,,,
1U3JG6,"119 Phan Triêm, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",8750000.0,97.22,Nhà mặt tiền,5m,18m,Tây Nam,4.0,4.0,4.0,90m²,289.10m²,15.5m,Đầy đủ,
QA5C0U,"124 Lê Thiệt, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",6900000.0,95.83,Nhà mặt tiền,4.5m,16m,Tây Nam,3.0,3.0,2.0,72m²,135m²,,,
KFE9JC,"01 Bùi Chát, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",6900000.0,48.21,Nhà mặt tiền,14.39m,10.03m,Tây Bắc,3.0,3.0,2.0,143.10m²,198.20m²,,Cơ bản,
37SKYQ,"231A Tôn Đản, P.Hòa An, Q.Cẩm Lệ, TP. Đà Nẵng",6300000.0,78.75,Nhà mặt tiền,4m,20m,Tây Nam,5.0,3.0,3.0,80m²,,,,
SBP1K5,"401 (Thửa 4A - tờ 40) đường Nguyễn Văn Cừ, P.An Hòa, Q.Ninh Kiều, TP. Cần Thơ",25000000.0,144.59,Nhà mặt tiền,6.7m,27.2m,Tây Bắc,1.0,1.0,1.0,172.90m²,,23m,,
C9V05B,"1262 Phạm Văn Đồng, P.Hợp Đức, Q.Đồ Sơn, TP. Hải Phòng",7100000.0,35.5,Nhà mặt tiền,8m,25m,Đông Bắc,31.0,31.0,4.0,200m²,,,,
SB01K5,"26 Tạ Mỹ Duật, P.An Hải Bắc, Q.Sơn Trà, TP. Đà Nẵng",10900000.0,165.15,Nhà mặt tiền,4.4m,15m,Đông Bắc,3.0,2.0,2.0,66m²,,,,
749XYA,"08 Hòa Minh 23, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",8900000.0,109.87,Nhà mặt tiền,4.5m,18m,Đông Nam,4.0,4.0,3.0,81m²,,,,
EGZBG4,"Lê Hiến Mai, P.Hòa An, Q.Cẩm Lệ, TP. Đà Nẵng",7800000.0,78.0,Nhà mặt tiền,5m,20m,Đông Bắc,4.0,3.0,3.0,100m²,,7.5m,,
744WDA,"123 Trần Văn Trà, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",17500000.0,82.74,Nhà mặt tiền,13.03m,20m,Tây,1.0,1.0,1.0,211.50m²,,,,
5EKBB7,"D2-4 TĐC Long Tuyền, P.Long Tuyền, Q.Bình Thuỷ, TP. Cần Thơ",4430000.0,69.35,Nhà mặt tiền,4m,16m,Đông Nam,3.0,2.0,2.0,64m²,130.70m²,13m,,
YWBY8D,"91 Giáp Văn Cương, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",5900000.0,75.06,Nhà mặt tiền,4.01m,19.81m,Tây Nam,4.0,3.0,2.0,78.60m²,106.50m²,,,
UCYP3S,"76 Trần Đình Tri, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",8900000.0,87.34,Nhà mặt tiền,5m,20.4m,Đông Nam,3.0,2.0,2.0,101.90m²,,,,
WT9CVR,"16 Phú Xuân 5, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",8500000.0,94.44,Nhà mặt tiền,5m,18m,Tây Nam,3.0,3.0,3.0,90m²,,,,
3H5GJQ,"77 Trần Bích San, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",8500000.0,109.67,Nhà mặt tiền,5.08m,16m,Đông Bắc,3.0,5.0,4.0,77.50m²,236.70m²,,,
3HSG2Q,"401 KV Phú Lễ, P.Tân Phú, Q.Cái Răng, TP. Cần Thơ",1490000.0,7.45,Nhà mặt tiền,12m,25.7m,Tây Nam,2.0,1.0,1.0,200m²,50m²,4m,,
8DUU23,"07 Tôn Thất Đạm, P.Xuân Hà, Q.Thanh Khê, TP. Đà Nẵng",13800000.0,153.33,Nhà mặt tiền,4.5m,20m,Tây,8.0,5.0,4.0,90m²,349.10m²,,,
QKS7JU,"212 Đồng Văn Cống, P.An Thới, Q.Bình Thuỷ, TP. Cần Thơ",5900000.0,83.8,Nhà mặt tiền,4.55m,15.75m,Tây Bắc,2.0,1.0,1.0,70.40m²,,11m,,
KJKM8C,"05 Phú Lộc 8, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",5350000.0,71.33,Nhà mặt tiền,5m,15m,Tây Bắc,2.0,2.0,2.0,75m²,107.50m²,,,
UK8M8S,"34 Lý Nhân Tông, P.Hòa Cường Bắc, Q.Hải Châu, TP. Đà Nẵng",10500000.0,113.51,Nhà mặt tiền,5m,18.5m,Đông Nam,3.0,2.0,2.0,92.50m²,179m²,,,Sổ riêng
RT45FJ,"15 Hòa Nam 5, P.Hòa An, Q.Cẩm Lệ, TP. Đà Nẵng",6700000.0,69.0,Nhà mặt tiền,5m,19.42m,Tây Bắc,5.0,3.0,3.0,97.10m²,279.30m²,,,
C0DX8B,"89 Mạc Thiên Tích, P.Xuân Khánh, Q.Ninh Kiều, TP. Cần Thơ",7800000.0,117.11,Nhà mặt tiền,4.5m,15.5m,Đông Bắc,3.0,3.0,4.0,66.60m²,235m²,8m,,
3D1WJQ,"209 Hoàng Văn Thái, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",6250000.0,63.51,Nhà mặt tiền,5.83m,16.98m,Tây Bắc,1.0,1.0,1.0,98.40m²,72.90m²,,,
DW5ENH,"78 Nguyễn Bá Loan, Xã Hòa Phước, H.Hòa Vang, TP. Đà Nẵng",3600000.0,36.0,Nhà mặt tiền,5m,20m,Tây Nam,3.0,1.0,2.0,100m²,66.40m²,,,
3DMGNQ,"145 Lê Văn Sỹ, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",7600000.0,108.57,Nhà mặt tiền,5m,14m,Đông Bắc,3.0,3.0,3.0,70m²,201.60m²,,,
JNEUG0,"686 Nguyễn Lương Bằng, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",4500000.0,63.11,Nhà mặt tiền,4.19m,18.85m,Tây Nam,2.0,1.0,2.0,71.30m²,,,,
5B8J17,"15 Ngô Văn Sở, P.Tân An, Q.Ninh Kiều, TP. Cần Thơ",9500000.0,207.55,Nhà mặt tiền,4.2m,11.7m,Đông Bắc,4.0,4.0,4.0,45.77m²,221.92m²,,,
26RCDZ,"57 Cồn Dầu 2, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",8800000.0,88.0,Nhà mặt tiền,5m,20m,Tây Bắc,3.0,3.0,1.0,100m²,182.70m²,11.5m,,
A46TEY,"26 Trần Quang Khải, P.Cái Khế, Q.Ninh Kiều, TP. Cần Thơ",15800000.0,197.5,Nhà mặt tiền,4m,20m,Tây Bắc,17.0,17.0,6.0,80m²,337.50m²,,,
RTYRUJ,"25 Phú Lộc 21, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",6400000.0,79.01,Nhà mặt tiền,4.5m,18m,Tây Bắc,3.0,3.0,3.0,81m²,186.10m²,,,
JND710,"314 Điện Biên Phủ, P.Chính Gián, Q.Thanh Khê, TP. Đà Nẵng",8390000.0,289.31,Nhà mặt tiền,4.4m,6.7m,Nam,3.0,3.0,3.0,29m²,100.90m²,,,Sổ riêng
4G3WHF,"Thửa 109 - tờ 01 Xóm 9, Xã Bạch Đằng, TP.Thuỷ Nguyên, TP. Hải Phòng",1890000.0,3.75,Nhà mặt tiền,15.3m,34m,Đông Bắc,4.0,2.0,2.0,504m²,,,,
UKF6QS,"50A Nguyên Xá, P.Minh Khai, Q.Bắc Từ Liêm, TP. Hà Nội",38500000.0,302.19,Nhà mặt tiền,5.5m,23.3m,Tây Bắc,35.0,35.0,8.0,127.40m²,,,,
17HBK6,"23 đường Huỳnh Cương, P.Hưng Lợi, Q.Ninh Kiều, TP. Cần Thơ",7200000.0,110.76,Nhà mặt tiền,4.2m,14.71m,Tây,1.0,1.0,2.0,65m²,125.80m²,10m,,
RTXSQJ,"38 Bùi Thị Xuân, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",6800000.0,90.3,Nhà mặt tiền,4.05m,18.48m,Đông Nam,3.0,3.0,3.0,75.30m²,230.40m²,4m,,
5B4PW7,"264 Vũ Chí Thắng, P.An Dương, Q.Lê Chân, TP. Hải Phòng",3250000.0,129.48,Nhà mặt tiền,2.93m,8.9m,Đông Bắc,3.0,2.0,3.0,25.10m²,,,,
7EFRYA,"15 Lê Đình Thám, P.Bình Thuận, Q.Hải Châu, TP. Đà Nẵng",15800000.0,263.77,Nhà mặt tiền,4.5m,13.29m,Tây Nam,4.0,7.0,5.0,59.90m²,,,,
YFE0HD,"Thửa 752 - tờ 11  (số 27) Trần Bạch Đằng, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",11900000.0,119.0,Nhà mặt tiền,5m,20m,Tây Nam,5.0,6.0,4.0,100m²,305.30m²,14m,,
RT2XVJ,"130 Nguyễn Việt Hồng, P.Thới Bình, Q.Ninh Kiều, TP. Cần Thơ",12500000.0,120.42,Nhà mặt tiền,5.3m,19.45m,Đông Nam,2.0,2.0,2.0,103.80m²,117.90m²,6m,,
4G9JZF,"142 Phạm Ngũ Lão, P.An Hòa, Q.Ninh Kiều, TP. Cần Thơ",6800000.0,95.77,Nhà mặt tiền,4.85m,14.9m,Đông Nam,1.0,1.0,1.0,71m²,,,,
SCDQZ5,"20 Chơn Tâm 9, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",7500000.0,98.03,Nhà mặt tiền,5m,15.29m,Tây Nam,4.0,4.0,3.0,76.50m²,210.60m²,,,
C0FJWB,"46 Bình Hòa 2, P.Khuê Trung, Q.Cẩm Lệ, TP. Đà Nẵng",8400000.0,100.47,Nhà mặt tiền,3.7m,13.8m,Đông Bắc,3.0,2.0,3.0,83.60m²,239.90m²,,,
A4KC9Y,"đường Đinh Tiên Hoàng, P.Thới Bình, Q.Ninh Kiều, TP. Cần Thơ",9000000.0,154.37,Nhà mặt tiền,7.01m,10.55m,Đông Bắc,1.0,1.0,1.0,58.30m²,59.69m²,20m,,
A4KHWY,"đường 30 tháng 4, P.Hưng Lợi, Q.Ninh Kiều, TP. Cần Thơ",13000000.0,136.01,Nhà mặt tiền,4.98m,20.18m,Tây Bắc,1.0,1.0,1.0,95.58m²,,,,Sổ riêng
7EYQNA,"66 Võ Duy Ninh, P.Thủy Dương, TX.Hương Thủy, TP. Huế",2760000.0,30.76,Nhà mặt tiền,5.05m,16.7m,Đông Bắc,3.0,2.0,3.0,89.70m²,,,,
7BXNSA,"25 Phước Lý 5, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",5090000.0,45.36,Nhà mặt tiền,5m,22.45m,Tây Nam,2.0,1.0,1.0,112.20m²,106.30m²,11.5m,,
3YPJMQ,"78 Huyền Trần Công Chúa, P.Thuỷ Xuân, Q.Thuận Hóa, TP. Huế",3150000.0,36.33,Nhà mặt tiền,4.69m,20.17m,Tây Nam,4.0,4.0,3.0,86.70m²,192.70m²,,,
AEN2EY,"54 Đào Nguyên Phổ, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",6500000.0,86.66,Nhà mặt tiền,5m,15m,Tây Nam,3.0,3.0,3.0,75m²,221.50m²,,,
KRV7GC,"26 Đồng Trí 6, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",5200000.0,54.73,Nhà mặt tiền,5m,19m,Tây Nam,3.0,2.0,2.0,95m²,164m²,,,Sổ riêng
9X76QP,"24 Hòa Mỹ 8, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",5690000.0,58.65,Nhà mặt tiền,5m,19.4m,Đông Nam,4.0,2.0,2.0,97m²,133.50m²,,,
674VK8,"525 Trần Hưng Đạo, P.Lê Bình, Q.Cái Răng, TP. Cần Thơ",5300000.0,45.49,Nhà mặt tiền,4m,245m,Tây Nam,4.0,3.0,2.0,116.50m²,196.60m²,,,
3YWPSQ,"60 Hoàng Đạo Thúy, P.Hòa Thọ Đông, Q.Cẩm Lệ, TP. Đà Nẵng",6100000.0,50.83,Nhà mặt tiền,5m,24m,Tây Bắc,3.0,2.0,2.0,120m²,,,,
SKR1B5,"số nhà 7F Ngõ 81 đoàn kết, P.Đằng Hải, Q.Hải An, TP. Hải Phòng",4700000.0,68.11,Nhà mặt tiền,4.5m,10m,Tây Nam,4.0,3.0,4.0,69m²,69m²,4m,Đầy đủ,
67C3T8,"31 Trần Đình Tri, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",11500000.0,101.05,Nhà mặt tiền,4.5m,25.25m,Tây Bắc,1.0,1.0,1.0,113.80m²,,20.5m,,
3YBATQ,"39 Phạm Đình Hổ, P.Thanh Khê Tây, Q.Thanh Khê, TP. Đà Nẵng",8500000.0,106.25,Nhà mặt tiền,4m,20m,Tây Bắc,3.0,4.0,3.0,80m²,206.60m²,,,
JTX1U0,"224 - 226 Đoàn Hữu Trưng, P.Hòa An, Q.Cẩm Lệ, TP. Đà Nẵng",16500000.0,67.34,Nhà mặt tiền,10m,24.5m,Đông Bắc,5.0,5.0,3.0,245m²,403.20m²,,,
8ADUF3,"87 Đỗ Huy Uyển, P.An Hải Bắc, Q.Sơn Trà, TP. Đà Nẵng",12900000.0,129.0,Nhà mặt tiền,5m,20m,Tây Bắc,4.0,4.0,3.0,100m²,270m²,,,
7BBQNA,"121 Đường số 4 KDC Thới Nhựt, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",4900000.0,54.44,Nhà mặt tiền,4.5m,20m,Đông Bắc,3.0,3.0,2.0,90m²,171.90m²,15m,,
7BBVFA,"145 Đường B4 KDC Hưng Phú, P.Hưng Phú, Q.Cái Răng, TP. Cần Thơ",4400000.0,73.33,Nhà mặt tiền,5m,16m,Đông Nam,4.0,4.0,3.0,60m²,174.50m²,,,
675758,"Phú Diễn, P.Phú Diễn, Q.Bắc Từ Liêm, TP. Hà Nội",37500000.0,441.17,Nhà mặt tiền,7.07m,12.45m,Tây Bắc,12.0,12.0,6.0,85m²,,10m,,
AEC0NY,"37 Hòa Minh 3, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",7790000.0,90.47,Nhà mặt tiền,7.2m,16m,Đông Bắc,3.0,2.0,2.0,86.10m²,187.20m²,,,
3A3HAQ,"34 LÊ HỒNG PHONG, P.Trà Nóc, Q.Bình Thuỷ, TP. Cần Thơ",9900000.0,25.06,Nhà mặt tiền,4m,50m,Đông Bắc,3.0,2.0,1.0,395m²,395m²,40m,Đầy đủ,
GMGNH2,"65 Nguyễn Khả Trạc, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",4550000.0,44.39,Nhà mặt tiền,5m,20.5m,Tây,1.0,1.0,1.0,102.50m²,,11.5m,,
7CS2RA,"44 Nguyễn Quý Đức, P.Khuê Trung, Q.Cẩm Lệ, TP. Đà Nẵng",7200000.0,72.0,Nhà mặt tiền,5m,20m,Đông Nam,4.0,2.0,2.0,100m²,157.50m²,,,
KWUAWC,"Đường Hoa Lâm, P.Việt Hưng, Q.Long Biên, TP. Hà Nội",16500000.0,194.11,Nhà mặt tiền,4m,21m,Đông Bắc,4.0,3.0,4.0,85m²,,,,
KWUSEC,"39 Đường số 23 Khu TĐC NCĐT, P.An Khánh, Q.Ninh Kiều, TP. Cần Thơ",3350000.0,83.75,Nhà mặt tiền,4m,10m,Tây Bắc,2.0,2.0,2.0,40m²,83.60m²,10m,,
872ZP3,"04 Lê Văn Sỹ, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",8250000.0,117.85,Nhà mặt tiền,5m,14.9m,Tây Nam,3.0,4.0,3.0,70m²,209.20m²,,,
5K2GD7,"255 Miếu Hai Xã, P.Dư Hàng Kênh, Q.Lê Chân, TP. Hải Phòng",7250000.0,116.55,Nhà mặt tiền,4.5m,14.5m,,3.0,3.0,4.0,62.20m²,,,,
YEZUBD,"16 LK25 Ngô Thì Nhậm, P.La Khê, Q.Hà Đông, TP. Hà Nội",15300000.0,382.5,Nhà mặt tiền,4m,10m,Tây Bắc,7.0,5.0,5.0,40m²,,,,Sổ riêng
5K9DM7,"Thửa 109 - Tờ 01 Xóm 9, Xã Quang Trung, TP.Thuỷ Nguyên, TP. Hải Phòng",1950000.0,3.86,Nhà mặt tiền,15.3m,34m,Đông Bắc,4.0,2.0,1.0,504m²,,7m,,
0TUGP9,"270C Trần Vĩnh Kiết, P.An Bình, Q.Ninh Kiều, TP. Cần Thơ",4500000.0,50.61,Nhà mặt tiền,4.82m,15m,Tây Nam,1.0,1.0,2.0,88.90m²,,6m,,
65ENF8,"Dương Đức Hiền, P.Hòa Khánh Nam, Q.Liên Chiểu, TP. Đà Nẵng",7690000.0,106.8,Nhà mặt tiền,4.5m,16m,Tây Nam,4.0,4.0,3.0,72m²,218.30m²,5.5m,Đầy đủ,
5KJA17,"37 Nguyễn Huy Tưởng, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",5350000.0,47.05,Nhà mặt tiền,5m,22.8m,Tây,3.0,3.0,2.0,113.70m²,,,,
PXQRPG,"53 Đoàn Công Soạn, P.Hòa Hiệp Nam, Q.Liên Chiểu, TP. Đà Nẵng",8900000.0,114.1,Nhà mặt tiền,9.28m,11.2m,Tây Bắc,3.0,3.0,3.0,78m²,119.60m²,,,
2V34NZ,"03 Quản Trọng Hoàng, P.Hưng Lợi, Q.Ninh Kiều, TP. Cần Thơ",17500000.0,47.61,Nhà mặt tiền,8.69m,42m,Tây Nam,17.0,17.0,1.0,367.50m²,,6.2m,,
87HAR3,"3 Hòa Minh 10, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",7600000.0,102.28,Nhà mặt tiền,5.5m,13.5m,Đông Bắc,3.0,3.0,3.0,74.30m²,206.50m²,11.5m,,
2V6DGZ,"66 Dương Đức Hiền, P.Hòa Minh, Q.Liên Chiểu, TP. Đà Nẵng",7690000.0,106.8,Nhà mặt tiền,4.5m,16m,Tây Nam,4.0,3.0,3.0,72m²,218.30m²,,,
AB4FWY,"52 An Hải Bắc 8, P.An Hải Bắc, Q.Sơn Trà, TP. Đà Nẵng",5100000.0,98.07,Nhà mặt tiền,4m,13m,Đông,2.0,1.0,2.0,52m²,68.80m²,,,
ABCV3Y,"44 Thanh Lương 11, P.Hòa Xuân, Q.Cẩm Lệ, TP. Đà Nẵng",12900000.0,100.31,Nhà mặt tiền,9.55m,20m,Tây Bắc,5.0,5.0,3.0,128.60m²,302.80m²,,,
875CX3,"81 Nguyễn Cư Trinh, P.Thới Bình, Q.Ninh Kiều, TP. Cần Thơ",9500000.0,63.33,Nhà mặt tiền,5m,30m,Tây Nam,5.0,5.0,3.0,150m²,287.70m²,6m,,
9NZS0P,"15 Lê Văn Sỹ, P.Hòa Khánh Bắc, Q.Liên Chiểu, TP. Đà Nẵng",6800000.0,97.14,Nhà mặt tiền,5m,14m,Đông Bắc,3.0,3.0,3.0,70m²,166.10m²,,,
5H5M87,"đường số 5, P.Phú Thứ, Q.Cái Răng, TP. Cần Thơ",4600000.0,47.61,Nhà mặt tiền,5.04m,20m,Đông Bắc,5.0,6.0,3.0,96.60m²,250.08m²,17.5m,,
EJC6R4,"36 Cao Xuân Huy, P.Khuê Trung, Q.Cẩm Lệ, TP. Đà Nẵng",8100000.0,109.75,Nhà mặt tiền,4.5m,16.4m,Đông Bắc,2.0,2.0,2.0,73.80m²,142.20m²,11.5m,,
376DKQ,"569 Điện Biên Phủ, P.An Khê, Q.Thanh Khê, TP. Đà Nẵng",20700000.0,207.0,Nhà mặt tiền,5m,20m,Tây Bắc,3.0,3.0,3.0,100m²,314m²,,,
CWYX1B,"21 An Thượng 22, P.Mỹ An, Q.Ngũ Hành Sơn, TP. Đà Nẵng",28800000.0,331.41,Nhà mặt tiền,4.5m,19.3m,Tây Nam,10.0,10.0,8.0,86.90m²,576.40m²,,Đầy đủ,
40K2SF,"Z20 Lê Quốc Việt, P.Hưng Thạnh, Q.Cái Răng, TP. Cần Thơ",4200000.0,48.1,Nhà mặt tiền,4.5m,19.4m,Tây Bắc,3.0,2.0,2.0,87.30m²,,14m,,
